time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-17T04:45:16.975Z,61.9584,-148.5026,11.5,0.8,ml,,,,1.03,ak,ak0216an9ylt,2021-05-17T04:48:08.382Z,"Southern Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T04:43:34.570Z,51.8493333333333,-177.769666666667,3.47,-0.17,ml,4,288,,0.09,av,av91027493,2021-05-20T00:00:15.080Z,"78 km W of Adak, Alaska",earthquake,0.89,0.4,0.102503199660152,4,reviewed,av,av
2021-05-17T04:40:34.030Z,38.8040009,-122.8276672,3.19,0.85,md,6,80,0.005001,0.01,nc,nc73563545,2021-05-17T04:57:13.244Z,"7km WNW of The Geysers, CA",earthquake,1.36,5.02,,1,automatic,nc,nc
2021-05-17T04:23:43.670Z,51.7886666666667,-178.731666666667,12.93,0.06,ml,4,279,,0.22,av,av91245456,2021-05-19T17:19:33.540Z,"144 km W of Adak, Alaska",earthquake,2.34,1.41,0.246407422554892,4,reviewed,av,av
2021-05-17T04:21:31.670Z,35.9768333,-120.9525,9.58,2.08,md,45,70,0.04698,0.07,nc,nc73563540,2021-05-18T12:37:11.853Z,"6km SW of San Ardo, CA",earthquake,0.19,0.31,0.166,44,reviewed,nc,nc
2021-05-17T04:16:34.999Z,63.8705,-148.7786,103.4,3,ml,,,,0.64,ak,ak0216an3s7o,2021-05-17T04:47:03.818Z,"9 km E of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T04:09:01.792Z,59.6597,-153.2158,102.5,1.2,ml,,,,0.38,ak,ak0216an23w5,2021-05-17T15:25:51.244Z,"52 km ESE of Pedro Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2021-05-17T04:03:57.840Z,34.0356667,-117.2478333,17.17,0.68,ml,13,168,0.09078,0.09,ci,ci39655519,2021-05-18T17:35:16.821Z,"2km SE of Loma Linda, CA",earthquake,0.29,0.61,0.094,9,reviewed,ci,ci
2021-05-17T04:03:00.440Z,33.713,-116.8218333,15.44,0.86,ml,30,174,0.08557,0.11,ci,ci39655511,2021-05-18T17:31:59.172Z,"8km ESE of Valle Vista, CA",earthquake,0.25,0.32,0.13,20,reviewed,ci,ci
2021-05-17T03:56:56.930Z,38.1553,-117.8889,7.7,0.8,ml,16,96.03,0.014,0.0944,nn,nn00807393,2021-05-17T23:28:55.665Z,"32 km SE of Mina, Nevada",earthquake,,1,0.29,7,reviewed,nn,nn
2021-05-17T03:47:28.390Z,37.7653333,-122.2436667,14.72,1.11,md,36,30,0.02844,0.08,nc,nc73563535,2021-05-17T08:24:13.715Z,"0km W of Alameda, CA",earthquake,0.18,0.3,0.243,26,reviewed,nc,nc
2021-05-17T03:40:17.218Z,59.374,-139.0936,3.2,2.3,ml,,,,1.32,ak,ak0216amngft,2021-05-17T04:07:33.050Z,"40 km ESE of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-17T03:38:11.020Z,35.8651667,-117.6906667,7.35,0.93,ml,20,78,0.08263,0.07,ci,ci39655503,2021-05-18T00:40:41.945Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.36,0.108,12,reviewed,ci,ci
2021-05-17T03:30:48.573Z,36.9995,-116.22,7.3,0.7,ml,28,64.79,0.056,0.175,nn,nn00807391,2021-05-17T23:19:35.146Z,"49 km ENE of Beatty, Nevada",earthquake,,1.2,0.39,16,reviewed,nn,nn
2021-05-17T03:26:49.600Z,38.8098333,-122.8128333,0.76,1.43,md,36,53,0.01281,0.04,nc,nc73563525,2021-05-20T02:39:16.551Z,"6km NW of The Geysers, CA",earthquake,0.13,0.25,0.082,6,reviewed,nc,nc
2021-05-17T03:26:38.430Z,38.8093333,-122.8115,0.93,1.47,md,37,53,0.01273,0.04,nc,nc73563520,2021-05-20T01:49:12.172Z,"6km NW of The Geysers, CA",earthquake,0.13,0.23,0.08,9,reviewed,nc,nc
2021-05-17T03:23:16.480Z,33.1723333,-116.1075,10.96,1.47,ml,55,72,0.05331,0.21,ci,ci39655495,2021-05-18T00:28:56.135Z,"4km NE of Ocotillo Wells, CA",earthquake,0.26,0.42,0.119,27,reviewed,ci,ci
2021-05-17T03:23:01.855Z,59.4848,-139.1965,8.2,1.7,ml,,,,1.27,ak,ak0216amjs2x,2021-05-17T03:45:20.389Z,"30 km ESE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T03:13:26.563Z,38.1894,-117.7536,12.1,1.5,ml,21,96.57,0.039,0.1409,nn,nn00807388,2021-05-17T22:54:50.477Z,"38 km SE of Mina, Nevada",earthquake,,0.9,0.31,9,reviewed,nn,nn
2021-05-17T03:10:27.052Z,59.933,-141.0465,29,1.2,ml,,,,0.5,ak,ak0216amh1or,2021-05-17T03:25:37.916Z,"85 km WNW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-17T03:00:39.110Z,38.8288345,-122.8526688,2.18,0.87,md,13,72,0.003527,0.02,nc,nc73563515,2021-05-17T05:35:14.484Z,"10km NW of The Geysers, CA",earthquake,0.35,0.77,,1,automatic,nc,nc
2021-05-17T02:54:25.480Z,60.0496666666667,-153.090333333333,6.23,-0.67,ml,4,200,,0.17,av,av91245356,2021-05-19T16:38:01.990Z,"63 km ENE of Pedro Bay, Alaska",earthquake,1.06,1.37,0.0654667427122618,4,reviewed,av,av
2021-05-17T02:49:02.970Z,58.2896666666667,-154.984833333333,2.79,-0.75,ml,5,133,,0.09,av,av91027478,2021-05-19T23:38:10.540Z,"86 km NNW of Karluk, Alaska",earthquake,0.32,0.45,0.126753684284144,5,reviewed,av,av
2021-05-17T02:47:00.101Z,37.2002,56.8945,10,4.4,mb,,77,5.175,0.7,us,us7000e3nt,2021-05-17T03:05:42.040Z,"49 km SW of Bojnūrd, Iran",earthquake,9.2,1.9,0.101,28,reviewed,us,us
2021-05-17T02:36:51.370Z,19.220666885376,-155.452163696289,33.5099983215332,2.1400001,md,37,182,,0.109999999,hv,hv72471642,2021-05-17T02:39:56.380Z,"3 km NE of Pāhala, Hawaii",earthquake,0.65,0.779999971,0.25,17,automatic,hv,hv
2021-05-17T02:32:31.790Z,35.8826667,-117.68,4.49,0.4,ml,16,84,0.06939,0.09,ci,ci39655479,2021-05-17T23:34:47.705Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.35,0.235,5,reviewed,ci,ci
2021-05-17T02:26:32.490Z,38.8190002,-122.80233,3.16,0.78,md,22,35,0.007473,0.02,nc,nc73563510,2021-05-17T05:08:15.315Z,"6km NW of The Geysers, CA",earthquake,0.26,0.69,0.07,4,automatic,nc,nc
2021-05-17T02:13:25.660Z,19.1978340148926,-155.455169677734,35.2799987792969,2.25999999,md,44,115,,0.129999995,hv,hv72471617,2021-05-17T02:16:29.300Z,"2 km ESE of Pāhala, Hawaii",earthquake,0.55,0.730000019,0.140000001,17,automatic,hv,hv
2021-05-17T02:12:04.780Z,38.8325005,-122.8183365,1.71,0.75,md,18,61,0.01115,0.02,nc,nc73563500,2021-05-17T04:50:12.201Z,"8km NW of The Geysers, CA",earthquake,0.2,0.56,0.1,2,automatic,nc,nc
2021-05-17T02:08:48.992Z,60.3066,-159.8213,13.4,2,ml,,,,1.07,ak,ak0216alv8df,2021-05-17T02:14:09.835Z,"101 km SE of Akiak, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-17T02:04:40.210Z,19.1768341064453,-155.492828369141,33.5,2.52,ml,53,140,,0.109999999,hv,hv72471607,2021-05-17T02:30:22.040Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.39,0.600000024,3.33,30,automatic,hv,hv
2021-05-17T02:02:29.861Z,-4.157,154.1651,417.64,4.4,mb,,93,1.996,0.74,us,us7000e3nj,2021-05-17T02:18:42.040Z,"Bougainville region, Papua New Guinea",earthquake,12.1,8.1,0.049,122,reviewed,us,us
2021-05-17T01:53:28.700Z,19.1825008392334,-155.458160400391,35.8600006103516,2.23000002,md,43,152,,0.129999995,hv,hv72471597,2021-05-17T01:56:45.110Z,"3 km SE of Pāhala, Hawaii",earthquake,0.73,1.01999998,1.38,24,automatic,hv,hv
2021-05-17T01:49:34.560Z,35.8133333,-117.635,9.5,-0.02,ml,5,133,0.03057,0.08,ci,ci37474773,2021-05-17T20:29:40.398Z,"22km WNW of Searles Valley, CA",earthquake,0.38,0.69,,1,reviewed,ci,ci
2021-05-17T01:49:05.520Z,35.9381667,-117.6808333,4.27,0.61,ml,15,58,0.02655,0.1,ci,ci39655463,2021-05-17T20:32:45.417Z,"20km E of Little Lake, CA",earthquake,0.16,0.32,0.167,4,reviewed,ci,ci
2021-05-17T01:44:02.400Z,38.8255005,-122.7979965,1.72,1.02,md,23,41,0.009665,0.02,nc,nc73563490,2021-05-17T04:24:12.058Z,"6km NW of The Geysers, CA",earthquake,0.19,0.41,0.15,4,automatic,nc,nc
2021-05-17T01:43:52.733Z,31.6114642,-104.1186325,7.005639647999999,1.9,ml,20,53,0.09444289556,0.2,tx,tx2021jopv,2021-05-17T21:49:55.185Z,"45 km NW of Toyah, Texas",earthquake,1.018233602,1.558572233,0.1,7,reviewed,tx,tx
2021-05-17T01:41:45.290Z,54.1443333333333,-165.974833333333,1.68,-0.99,ml,7,72,,0.2,av,av91027483,2021-05-19T23:42:47.540Z,"12 km W of Akutan, Alaska",earthquake,0.21,0.65,0.295300461665641,6,reviewed,av,av
2021-05-17T01:40:18.790Z,19.2205009460449,-155.422332763672,36.5400009155273,2.02999997,md,36,139,,0.170000002,hv,hv72471577,2021-05-17T01:43:34.920Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.67,0.980000019,1.86000001,10,automatic,hv,hv
2021-05-17T01:39:04.900Z,54.1423333333333,-165.978,1.67,-1,ml,8,71,,0.21,av,av91027473,2021-05-19T23:32:57.290Z,"13 km W of Akutan, Alaska",earthquake,0.22,0.77,0.384908214286714,8,reviewed,av,av
2021-05-17T01:27:32.600Z,33.65,-116.7236667,12.63,0.36,ml,13,82,0.04567,0.04,ci,ci39655447,2021-05-17T23:17:18.643Z,"10km S of Idyllwild, CA",earthquake,0.19,0.32,0.137,7,reviewed,ci,ci
2021-05-17T01:26:26.770Z,59.3736666666667,-153.428666666667,1.72,-0.95,ml,6,179,,0.18,av,av91027468,2021-05-20T02:37:32.710Z,"59 km SE of Pedro Bay, Alaska",earthquake,0.55,0.87,0.234644049206685,6,reviewed,av,av
2021-05-17T01:26:07.059Z,60.1221,-153.1906,127.9,1.3,ml,,,,0.45,ak,ak0216aldkf5,2021-05-17T01:29:14.861Z,"63 km E of Port Alsworth, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-17T01:24:24.570Z,38.8348351,-122.8171692,1.55,0.36,md,11,78,0.0127,0.01,nc,nc73563480,2021-05-17T03:58:12.907Z,"8km W of Cobb, CA",earthquake,0.28,0.8,,1,automatic,nc,nc
2021-05-17T01:22:18.870Z,41.6933333,-111.5881667,9.39,3.22,ml,37,43,0.08806,0.2,uu,uu60436202,2021-05-19T07:22:35.398Z,"19 km E of Providence, Utah",earthquake,0.31,0.45,0.157,27,reviewed,uu,uu
2021-05-17T01:10:15.410Z,33.8673333,-116.8186667,15.67,1.06,ml,36,66,0.03804,0.11,ci,ci39655439,2021-05-17T23:15:50.530Z,"6km SSW of Cabazon, CA",earthquake,0.19,0.38,0.17,24,reviewed,ci,ci
2021-05-17T01:09:56.005Z,-49.1518,127.0486,10,5.2,mww,,77,15.037,0.78,us,us7000e3n8,2021-05-17T01:26:03.040Z,"western Indian-Antarctic Ridge",earthquake,9.3,1.5,0.098,10,reviewed,us,us
2021-05-17T01:04:58.819Z,32.71636963,-100.685142,7.311971029,2.1,ml,14,58,0.06301666134,0.2,tx,tx2021jooo,2021-05-17T21:12:29.332Z,"11 km NE of Hermleigh, Texas",earthquake,1.122895567,2.417225481,0,9,reviewed,tx,tx
2021-05-17T00:54:01.518Z,37.331,56.7277,10,5.4,mww,,31,5.356,0.87,us,us7000e3n6,2021-05-18T00:57:19.232Z,"55 km WSW of Bojnūrd, Iran",earthquake,5.2,1.8,0.058,29,reviewed,us,us
2021-05-17T00:53:47.100Z,61.395,-152.111333333333,10.83,-0.24,ml,4,285,,0.16,av,av91245266,2021-05-19T03:29:16.460Z,"62 km WNW of Beluga, Alaska",earthquake,1.76,2.88,0.148785520259086,3,reviewed,av,av
2021-05-17T00:50:15.116Z,-63.788,166.2591,10,4.9,mb,,142,13.87,0.61,us,us7000e3n5,2021-05-17T01:36:03.040Z,"Balleny Islands region",earthquake,14.8,1.8,0.132,18,reviewed,us,us
2021-05-17T00:47:57.545Z,31.6571344,-104.4555664,6.157275391,2,ml,21,66,0.04021459681,0.3,tx,tx2021jonz,2021-05-17T21:26:56.837Z,"57 km S of Whites City, New Mexico",earthquake,1.335623843,1.306631178,0.1,7,reviewed,tx,tx
2021-05-17T00:32:41.580Z,33.084,-115.5985,10.88,1.43,ml,17,61,0.04009,0.23,ci,ci39655431,2021-05-17T22:58:01.537Z,"6km NNE of Westmorland, CA",earthquake,0.39,0.61,0.198,17,reviewed,ci,ci
2021-05-17T00:31:14.333Z,-21.7124,-177.1381,258.15,5.1,mww,,75,6.007,1.31,us,us7000e3n1,2021-05-17T00:47:45.040Z,"208 km WSW of Haveluloto, Tonga",earthquake,12.4,6.9,0.093,11,reviewed,us,us
2021-05-17T00:31:07.957Z,62.1009,-150.9066,54.7,1.5,ml,,,,0.51,ak,ak0216akt7gx,2021-05-17T00:34:18.850Z,"28 km ENE of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-17T00:29:09.294Z,53.4291,-165.1496,25.6,1.9,ml,,,,0.64,ak,ak0216akssxi,2021-05-17T15:21:59.893Z,"88 km SSE of Akutan, Alaska",earthquake,,4,,,reviewed,ak,ak
2021-05-17T00:22:41.329Z,34.99233333,-97.67133333,6.78,1.17,ml,41,64,0.09718092979,0.33,ok,ok2021jone,2021-05-18T13:14:06.258Z,"5 km SW of Dibble, Oklahoma",earthquake,,0.7,0.24,17,reviewed,ok,ok
2021-05-17T00:19:27.490Z,19.1628341674805,-155.543838500977,-0.100000001490116,1.78999996,md,31,91,,0.289999992,hv,hv72471527,2021-05-17T00:22:51.180Z,"8 km WSW of Pāhala, Hawaii",earthquake,0.43,0.300000012,0.889999986,8,automatic,hv,hv
2021-05-17T00:09:54.030Z,41.659,-111.7355,1.04,0.64,md,6,103,0.08462,0.12,uu,uu60025704,2021-05-17T16:57:12.700Z,"7 km ESE of Millville, Utah",earthquake,0.61,31.61,0.222,3,reviewed,uu,uu
2021-05-17T00:09:31.530Z,38.7888336,-122.767334,2.58,0.34,md,13,78,0.01319,0.02,nc,nc73563460,2021-05-17T02:37:13.445Z,"2km NW of The Geysers, CA",earthquake,0.39,0.74,0.19,3,automatic,nc,nc
2021-05-17T00:09:24.692Z,62.4364,-148.1773,14.9,2.5,ml,,,,0.83,ak,ak0216akoizt,2021-05-17T00:30:13.040Z,"72 km NNE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-17T00:07:05.017Z,29.0116,142.4613,10,4.9,mb,,103,1.924,0.9,us,us7000e3mv,2021-05-17T00:21:35.040Z,"Izu Islands, Japan region",earthquake,8.9,1.8,0.067,69,reviewed,us,us
2021-05-17T00:06:31.910Z,37.5256667,-118.7826667,4.98,1.61,md,23,160,0.04985,0.04,nc,nc73563455,2021-05-17T03:05:13.608Z,"10km WSW of Toms Place, CA",earthquake,0.31,0.61,0.148,24,reviewed,nc,nc
2021-05-17T00:05:22.499Z,64.8381,-151.067,15.3,0.9,ml,,,,0.73,ak,ak0216aknnyx,2021-05-17T00:11:45.758Z,"27 km SW of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-16T23:53:11.190Z,62.8021,-148.9499,16.5,0.6,ml,,,,0.85,ak,ak02169b3j91,2021-05-17T15:16:58.780Z,"Central Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-05-16T23:47:58.950Z,37.5435,-118.8315,3.17,0.78,md,21,172,0.04648,0.04,nc,nc73563450,2021-05-17T01:41:14.689Z,"14km W of Toms Place, CA",earthquake,0.49,0.64,0.175,17,reviewed,nc,nc
2021-05-16T23:41:39.644Z,60.1401,-152.5719,92.6,1.1,ml,,,,0.24,ak,ak02169b11ho,2021-05-16T23:44:22.464Z,"51 km W of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-16T23:19:32.590Z,35.6601667,-117.5188333,6.61,0.96,ml,15,133,0.08679,0.18,ci,ci39655383,2021-05-17T13:43:37.043Z,"15km ENE of Ridgecrest, CA",earthquake,0.42,1.26,0.191,10,reviewed,ci,ci
2021-05-16T23:19:12.880Z,19.1871662139893,-155.47200012207,31.9500007629395,2,md,31,95,,0.180000007,hv,hv72471437,2021-05-16T23:22:31.460Z,"1 km SSE of Pāhala, Hawaii",earthquake,0.61,1.25999999,0.119999997,9,automatic,hv,hv
2021-05-16T23:14:25.007Z,-62.4173,-58.3757,10,4.6,mb,,136,0.224,0.42,us,us7000e3mm,2021-05-16T23:36:48.040Z,"South Shetland Islands",earthquake,5.1,1.6,0.119,21,reviewed,us,us
2021-05-16T23:14:17.547Z,62.531,-149.0774,45.5,1.3,ml,,,,0.73,ak,ak02169av7ga,2021-05-16T23:19:18.806Z,"53 km E of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-16T23:13:52.160Z,19.1601,-64.6155,52,3.68,md,11,335,1.5992,0.2,pr,pr2021136015,2021-05-17T05:18:26.040Z,"93 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.49,11.71,0.09,7,reviewed,pr,pr
2021-05-16T23:13:19.608Z,62.9233,-148.1104,65.5,0.8,ml,,,,0.42,ak,ak02169auz4d,2021-05-16T23:33:40.752Z,"67 km SE of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2021-05-16T23:11:48.250Z,38.8323326,-122.8154984,1.55,0.86,md,22,47,0.009879,0.02,nc,nc73563440,2021-05-17T00:47:16.235Z,"8km NW of The Geysers, CA",earthquake,0.19,0.48,0.01,2,automatic,nc,nc
2021-05-16T23:09:08.181Z,62.6616,-151.9935,3.4,1.6,ml,,,,0.63,ak,ak02169au453,2021-05-16T23:17:38.107Z,"65 km WNW of Petersville, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-16T23:04:56.800Z,37.3227,56.7532,10,5.3,mww,,27,5.334,0.74,us,us7000e3mh,2021-05-17T23:08:22.233Z,"53 km WSW of Bojnūrd, Iran",earthquake,6.2,1.8,0.061,26,reviewed,us,us
2021-05-16T22:57:03.180Z,44.2838333,-115.106,8.69,1.49,ml,8,125,0.123,0.26,mb,mb80502384,2021-05-17T13:09:19.510Z,"15 km WNW of Stanley, Idaho",earthquake,0.67,1.28,0.204,10,reviewed,mb,mb
2021-05-16T22:42:45.180Z,37.481,-118.8576667,3.03,0.67,md,15,237,0.1112,0.07,nc,nc73563435,2021-05-17T00:22:13.099Z,"18km WSW of Toms Place, CA",earthquake,0.56,2.59,0.105,15,reviewed,nc,nc
2021-05-16T22:38:24.810Z,19.18,-64.7968,61,3.66,md,12,337,1.4778,0.57,pr,pr2021136014,2021-05-16T23:23:45.040Z,"93 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.28,19.71,0.08,5,reviewed,pr,pr
2021-05-16T22:36:09.819Z,60.1447,-152.7024,118.9,1.4,ml,,,,0.38,ak,ak02169aeh2d,2021-05-16T22:40:41.661Z,"58 km WNW of Happy Valley, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-05-16T22:26:27.290Z,62.8321,-148.2576,34.6,1.6,ml,,,,1.06,ak,ak02169accw9,2021-05-16T22:40:41.505Z,"71 km SSE of Cantwell, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-05-16T22:20:07.805Z,32.71820068,-100.685142,7.165242513,2.1,ml,17,109,0.06429164275,0.2,tx,tx2021jojd,2021-05-17T21:03:02.926Z,"11 km NE of Hermleigh, Texas",earthquake,1.045264851,1.779850656,0.1,13,reviewed,tx,tx
2021-05-16T22:09:07.890Z,38.9333333,-122.9161667,4.77,1.03,md,21,211,0.0811,0.08,nc,nc73563430,2021-05-19T08:50:19.357Z,"8km SW of Kelseyville, CA",earthquake,0.48,1.29,0.199,5,reviewed,nc,nc
2021-05-16T22:08:01.780Z,19.377,-155.613,-1.75,0.69,md,6,185,,0.08,hv,hv72471362,2021-05-17T19:08:07.210Z,"23 km NW of Pāhala, Hawaii",earthquake,0.61,0.3,0.0807097228375147,4,reviewed,hv,hv
2021-05-16T22:04:50.350Z,38.814,-122.8166667,3.39,0.56,md,3,227,0.01104,0,nc,nc73563425,2021-05-18T00:57:13.296Z,"7km NW of The Geysers, CA",earthquake,1.96,1.25,,1,reviewed,nc,nc
2021-05-16T22:01:21.130Z,38.7875,-122.7983333,1.14,0.5,md,3,228,0.003793,0.01,nc,nc73563420,2021-05-19T08:14:21.141Z,"4km WNW of The Geysers, CA",earthquake,0.84,2.15,,1,reviewed,nc,nc
2021-05-16T22:00:39.170Z,38.8168335,-122.8228302,2.33,1.05,md,26,48,0.009373,0.02,nc,nc73563415,2021-05-16T22:36:14.512Z,"7km NW of The Geysers, CA",earthquake,0.19,0.41,0.15,5,automatic,nc,nc
2021-05-16T21:53:21.040Z,35.5888333,-117.3733333,6.6,0.78,ml,12,149,0.06415,0.08,ci,ci39655351,2021-05-17T22:38:07.421Z,"20km S of Trona, CA",earthquake,0.26,0.39,0.085,6,reviewed,ci,ci
2021-05-16T21:48:01.189Z,63.2976,-151.1212,9.2,0.9,ml,,,,0.43,ak,ak021699vlbq,2021-05-16T21:53:15.880Z,"40 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-16T21:46:46.183Z,64.9717,-151.6137,16.4,1,ml,,,,0.56,ak,ak021699v9d6,2021-05-16T21:54:56.226Z,"31 km SE of Tanana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-16T21:37:19.420Z,52.0713333333333,-176.122,4.52,-0.04,ml,5,118,,0.12,av,av91245036,2021-05-18T22:51:24.170Z,"41 km ENE of Adak, Alaska",earthquake,0.55,1.06,0.179849314145754,5,reviewed,av,av
2021-05-16T21:31:10.570Z,58.3975,-154.510333333333,1.35,-0.64,ml,4,263,,0.26,av,av91027443,2021-05-19T02:19:54.020Z,"92 km N of Karluk, Alaska",earthquake,1.8,2.75,0.217346009665595,4,reviewed,av,av
2021-05-16T21:30:41.560Z,33.2596667,-115.9903333,3.14,2.06,ml,74,61,0.02072,0.19,ci,ci39655335,2021-05-17T22:04:25.220Z,"5km SW of Salton City, CA",earthquake,0.14,0.3,0.172,27,reviewed,ci,ci
2021-05-16T21:18:10.470Z,38.8218333,-122.8076667,2.79,0.43,md,20,71,0.002443,0.02,nc,nc73563405,2021-05-20T00:54:14.863Z,"7km NW of The Geysers, CA",earthquake,0.24,0.5,0.067,4,reviewed,nc,nc
2021-05-16T21:17:07.360Z,19.183500289917,-155.420669555664,33.1100006103516,1.88,md,30,168,,0.129999995,hv,hv72471312,2021-05-16T21:20:26.990Z,"6 km ESE of Pāhala, Hawaii",earthquake,0.99,1.12,0.550000012,5,automatic,hv,hv
2021-05-16T21:09:38.370Z,37.9088333,-118.5568333,5.87,1.32,md,23,100,0.1997,0.07,nc,nc73563400,2021-05-17T08:06:12.616Z,"40km NNE of Toms Place, CA",earthquake,0.25,3.08,0.142,16,reviewed,nc,nc
2021-05-16T21:00:39.830Z,19.1706657409668,-155.470001220703,31.9400005340576,2.23000002,md,44,153,,0.129999995,hv,hv72471287,2021-05-16T21:03:54.810Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.59,0.889999986,1.07000005,24,automatic,hv,hv
2021-05-16T20:59:37.560Z,35.7968333,-117.6196667,11.08,0.49,ml,17,99,0.02608,0.16,ci,ci39655319,2021-05-17T15:53:00.443Z,"20km W of Searles Valley, CA",earthquake,0.3,0.48,0.304,4,reviewed,ci,ci
2021-05-16T20:59:18.330Z,35.8643333,-117.6578333,4.89,-0.15,ml,10,99,0.06895,0.2,ci,ci37474693,2021-05-17T15:48:56.951Z,"24km ESE of Little Lake, CA",earthquake,0.38,0.74,0.106,3,reviewed,ci,ci
2021-05-16T20:56:38.150Z,44.4711667,-110.5501667,2.13,1.71,md,5,147,0.0436,0.17,uu,uu60025709,2021-05-17T16:22:04.320Z,"48 km ESE of West Yellowstone, Montana",earthquake,1.17,11.65,0.306,3,reviewed,uu,uu
2021-05-16T20:56:27.170Z,44.423,-110.7846667,3.19,1.48,md,5,323,0.1416,0.08,uu,uu60436172,2021-05-17T16:32:53.350Z,"36 km SE of West Yellowstone, Montana",earthquake,1.55,1.64,0.435,5,reviewed,uu,uu
2021-05-16T20:55:10.500Z,58.3976666666667,-154.498666666667,4.74,-0.08,ml,6,250,,0.29,av,av91027438,2021-05-19T02:14:48.000Z,"92 km N of Karluk, Alaska",earthquake,1.27,1.64,0.191879116337002,6,reviewed,av,av
2021-05-16T20:44:42.200Z,38.8223343,-122.8008347,2.65,1.13,md,30,31,0.007294,0.02,nc,nc73563390,2021-05-16T21:17:13.058Z,"6km NW of The Geysers, CA",earthquake,0.21,0.39,0.13,5,automatic,nc,nc
2021-05-16T20:35:45.123Z,61.0991,-147.1263,23,1.3,ml,,,,0.46,ak,ak0216997gsw,2021-05-16T20:38:47.915Z,"35 km NW of Tatitlek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-16T20:30:48.690Z,32.725,-117.3985,17.39,1.16,ml,5,300,0.1342,0.16,ci,ci39655311,2021-05-17T17:13:22.519Z,"18km SW of La Jolla, CA",earthquake,1.04,1.22,0.035,1,reviewed,ci,ci
2021-05-16T20:21:11.590Z,35.5685,-117.5413333,7.85,0.08,ml,5,222,0.06696,0.08,ci,ci39655303,2021-05-17T21:03:10.734Z,"14km ESE of Ridgecrest, CA",earthquake,1.32,0.81,,1,reviewed,ci,ci
2021-05-16T20:20:55.989Z,38.171,-117.8025,12.9,2.2,ml,21,63.67,0.055,0.1636,nn,nn00807380,2021-05-16T21:11:26.145Z,"36 km SE of Mina, Nevada",earthquake,,0.2,0.23,15,automatic,nn,nn
2021-05-16T20:19:16.770Z,55.3061666666667,-161.8695,19.1,0.76,ml,5,298,,0.27,av,av91244926,2021-05-18T22:36:37.320Z,"39 km NE of King Cove, Alaska",earthquake,2.4,1.33,0.190806502819474,5,reviewed,av,av
2021-05-16T20:15:11.220Z,60.4152,-152.2228,99.3,1.2,ml,,,,0.21,ak,ak02169933v6,2021-05-16T20:20:35.865Z,"50 km WNW of Clam Gulch, Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-05-16T20:12:02.620Z,19.1786,-64.9078,45,3.27,md,7,336,1.3999,0.49,pr,pr2021136012,2021-05-16T20:42:21.412Z,"92 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.6,29.8,0.01,3,reviewed,pr,pr
2021-05-16T20:07:38.520Z,19.1608333587646,-155.474334716797,30.8600006103516,1.72000003,md,29,240,,0.159999996,hv,hv72471232,2021-05-16T20:10:51.090Z,"4 km S of Pāhala, Hawaii",earthquake,0.97,1.13999999,0.860000014,3,automatic,hv,hv
2021-05-16T19:58:19.790Z,38.172,-117.9578,5.4,1,ml,10,109.71,0.033,0.067,nn,nn00807379,2021-05-16T20:21:37.315Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,0.53,5,automatic,nn,nn
